HUC_8,CHLX_RESULT,TSI,PTL,UID,CHLL_DILUTION_FACTOR,CHLL_EXTRACT,CHLL_HOLDING_TIME,CHLL_MDL,CHLL_RESULT,CHLL_RL,CHLL_SAMPLEVOL,CHLL_VOLUME_ADJUST,CHLX_DILUTION_FACTOR,CHLX_EXTRACT,CHLX_HOLDING_TIME,CHLX_MDL,CHLX_RL,CHLX_SAMPLEVOL,CHLX_VOLUME_ADJUST,LAT_DD83,LON_DD83,TSI_y,_merge,Trophic Class
02020001,7.115555555666667,49.849999279025596,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
02020002,1.6909999999999998,35.75338988588031,,,,,,,,,,,,,,,,,,,,,,Oligotrophic
02020003,2.18,38.24517704141779,,,,,,,,,,,,,,,,,,,,,,Oligotrophic
02020006,1.88,36.79277613081862,,,,,,,,,,,,,,,,,,,,,,Oligotrophic
02020007,49.228,68.82429778531198,,,,,,,,,,,,,,,,,,,,,,Eutrophic
02030101,41.6,67.17266264089142,,,,,,,,,,,,,,,,,,,,,,Eutrophic
02030103,72.6512857142857,72.64243336577128,,,,,,,,,,,,,,,,,,,,,,Hypereutrophic
02030104,33.44,65.03067485240388,,,,,,,,,,,,,,,,,,,,,,Eutrophic
02030105,6.470000000000001,48.91699762451066,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
02040101,17.383333333333336,58.61257166815877,,,,,,,,,,,,,,,,,,,,,,Eutrophic
02040104,6.765000000000001,49.3543877865192,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
02040105,25.917261905,62.530659541620494,,,,,,,,,,,,,,,,,,,,,,Eutrophic
02040106,4.9125,46.21539100628667,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
02040201,17.285,58.5569213097949,,,,,,,,,,,,,,,,,,,,,,Eutrophic
02040202,12.5535,55.419295204468824,,,,,,,,,,,,,,,,,,,,,,Eutrophic
02040205,67.33555555499998,71.89704331662446,,,,,,,,,,,,,,,,,,,,,,Hypereutrophic
02040207,96.98285714285716,75.47618081983127,,,,,,,,,,,,,,,,,,,,,,Hypereutrophic
02040302,2.6735238095,40.24712830867469,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
02050101,4.28,44.86327902411425,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
02050103,92.0,74.95874594085109,,,,,,,,,,,,,,,,,,,,,,Hypereutrophic
02050105,5.137777778,46.65524854776804,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
02050106,14.342500000000001,56.72625841501505,,,,,,,,,,,,,,,,,,,,,,Eutrophic
02050107,8.19,51.229585338055436,,,,,,,,,,,,,,,,,,,,,,Eutrophic
02050301,41.114999999999995,67.05761931072826,,,,,,,,,,,,,,,,,,,,,,Eutrophic
02050302,0.613,25.79908073471947,,,,,,,,,,,,,,,,,,,,,,Oligotrophic
02050303,4.156666666666666,44.57643915074382,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
02060002,3.6861538460000003,43.39796507974147,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
02060003,2.87,40.94280101205871,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
02060006,115.05333333333333,77.1523326898153,,,,,,,,,,,,,,,,,,,,,,Hypereutrophic
02060007,60.95399999999999,70.92027211192051,,,,,,,,,,,,,,,,,,,,,,Hypereutrophic
02060008,26.293714285714284,62.67212641783923,,,,,,,,,,,,,,,,,,,,,,Eutrophic
02070001,8.48,51.57093951257539,,,,,,,,,,,,,,,,,,,,,,Eutrophic
02070002,1.936,37.08072133066152,,,,,,,,,,,,,,,,,,,,,,Oligotrophic
02070003,1.66,35.57188067923451,,,,,,,,,,,,,,,,,,,,,,Oligotrophic
02070004,8.48,51.57093951257539,,,,,,,,,,,,,,,,,,,,,,Eutrophic
02070005,2.48,39.5100164753353,,,,,,,,,,,,,,,,,,,,,,Oligotrophic
02070006,16.32,57.99335913894778,,,,,,,,,,,,,,,,,,,,,,Eutrophic
02070008,7.6339999999999995,50.539923271909004,,,,,,,,,,,,,,,,,,,,,,Eutrophic
02070010,43.02333333333333,67.50269494699586,,,,,,,,,,,,,,,,,,,,,,Eutrophic
02070011,6.614,49.13294030882969,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
02080103,24.32,61.90664375013105,,,,,,,,,,,,,,,,,,,,,,Eutrophic
02080105,23.614666666666665,61.61792496155677,,,,,,,,,,,,,,,,,,,,,,Eutrophic
02080106,29.740000000000002,63.880355751524014,,,,,,,,,,,,,,,,,,,,,,Eutrophic
02080107,37.76125,66.22289059096624,,,,,,,,,,,,,,,,,,,,,,Eutrophic
02080108,111.6,76.85337549998214,,,,,,,,,,,,,,,,,,,,,,Hypereutrophic
02080204,25.4,62.33288939718025,,,,,,,,,,,,,,,,,,,,,,Eutrophic
02080206,21.603333333333335,60.74463518919857,,,,,,,,,,,,,,,,,,,,,,Eutrophic
02080207,30.436857142857146,64.10756848735477,,,,,,,,,,,,,,,,,,,,,,Eutrophic
02080208,11.188500000000001,54.29003622244648,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03010101,9.870999999999999,53.06098743292472,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03010103,4.16,44.584302878619816,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
03010201,54.866666666666674,69.88812785582938,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03010202,66.56,71.78339824379208,,,,,,,,,,,,,,,,,,,,,,Hypereutrophic
03010204,108.58,76.58424971136236,,,,,,,,,,,,,,,,,,,,,,Hypereutrophic
03020106,12.48,55.36168943045398,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03020201,43.8966666675,67.69983457718615,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03020203,25.44,62.34832606440955,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03030002,26.973714286,62.92260452748737,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03030004,8.6424761912,51.75712044337604,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03030006,31.2,64.35050151013944,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03040103,36.82,65.97526393464639,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03040105,78.32900000000001,73.38060464605812,,,,,,,,,,,,,,,,,,,,,,Hypereutrophic
03040201,15.08,57.218153446907934,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03050101,12.596040816285713,55.45248275320637,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03050104,5.28,46.92311501861525,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
03050105,2.609047619,40.007645379102854,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
03050107,3.58,43.111309072047696,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
03050109,5.990235294,48.161182093337686,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
03050110,29.33333333,63.745287597082275,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03050111,12.8,55.61005712677986,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03050201,20.319999999999997,60.14385115878786,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03050203,4.622857143,45.61923697245729,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
03050204,14.13,56.57982492959204,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03050205,10.88,54.015746428406686,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03060101,4.48,45.31130208544783,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
03060106,45.13777777666667,67.97334869324217,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03060203,21.262666666666664,60.588706930894816,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03070103,23.255499999999998,61.46757371596698,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03070104,12.53,55.400913792987254,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03070105,27.160000000000004,62.990121419393766,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03070203,33.818666666666665,65.14113672842065,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03070204,3.7025,43.441371100837806,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
03080101,18.0698615385,58.99254778668573,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03080102,72.70728395066666,72.64999181557357,,,,,,,,,,,,,,,,,,,,,,Hypereutrophic
03080103,28.43,63.438434720753136,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03090101,18.18888889,59.05695499867021,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03090103,1.818,36.46379992835937,,,,,,,,,,,,,,,,,,,,,,Oligotrophic
03090201,9.94,53.12932247275782,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03090204,34.571999999999996,65.35726267878474,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03100101,38.65599999999999,66.45262664268415,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03100205,187.92,81.96532029883994,,,,,,,,,,,,,,,,,,,,,,Hypereutrophic
03100206,39.0,66.53953974853184,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03100207,104.53,76.21134103425268,,,,,,,,,,,,,,,,,,,,,,Hypereutrophic
03100208,11.488800000000001,54.54986567456751,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03110201,3.216,42.059437226417025,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
03110203,23.52,61.57851951692848,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03110204,15.06,57.20513420146685,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03110205,17.305,58.56826563022649,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03120003,47.789444445,68.53335496636547,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03130003,7.154999999999999,49.90422996161254,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
03130005,84.041904762,74.07120545392578,,,,,,,,,,,,,,,,,,,,,,Hypereutrophic
03130007,25.84,62.501371290150274,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03140203,17.25714286,58.54109840015356,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03140301,10.17,53.3537280806932,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03140304,46.4,68.24390769506797,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03150102,1.35,33.54402605193782,,,,,,,,,,,,,,,,,,,,,,Oligotrophic
03150104,5.051333333333333,46.488788423790915,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
03150105,37.6,66.18090973438328,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03150106,28.22,63.365703584425994,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03150107,17.905,58.902634833848396,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03150109,4.534,45.42884065595716,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
03150202,12.96,55.73192204796571,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03160101,7.462,50.31636828777786,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03160106,9.6233333335,52.81171081628597,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03160109,6.99,49.675354256770504,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
03160110,0.77,28.036011663841464,,,,,,,,,,,,,,,,,,,,,,Oligotrophic
03160112,13.2625,55.9582663436524,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03160113,6.087999999999999,48.31999547768757,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
03160201,8.945454545,52.095137661160535,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03160203,90.28,74.77360548862299,,,,,,,,,,,,,,,,,,,,,,Hypereutrophic
03160204,1.27,32.944755793615606,,,,,,,,,,,,,,,,,,,,,,Oligotrophic
03170001,217.6,83.40388003197134,,,,,,,,,,,,,,,,,,,,,,Hypereutrophic
03170006,16.95,58.364927449837566,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03170007,9.738666666666667,52.928582356453035,,,,,,,,,,,,,,,,,,,,,,Eutrophic
03180004,27.2,63.004558508092146,,,,,,,,,,,,,,,,,,,,,,Eutrophic
04010101,4.5002666666,45.35558057833925,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
04010201,14.265,56.673106139568205,,,,,,,,,,,,,,,,,,,,,,Eutrophic
04010202,5.375,47.09805161107466,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
04010301,10.975000000000001,54.10103179740972,,,,,,,,,,,,,,,,,,,,,,Eutrophic
04020102,8.8696,52.01159735185961,,,,,,,,,,,,,,,,,,,,,,Eutrophic
04020103,3.4370000000000003,42.71141616908211,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
04020104,3.37,42.518294022213496,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
04020105,5.16,46.697587844830956,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
04020201,5.1056666665,46.59374364336013,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
04030101,17.35,58.59374248771404,,,,,,,,,,,,,,,,,,,,,,Eutrophic
04030102,71.3,72.45825297199266,,,,,,,,,,,,,,,,,,,,,,Hypereutrophic
04030104,6.673333333333333,49.22055214999804,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
04030106,1.8468358632500002,36.61817827811278,,,,,,,,,,,,,,,,,,,,,,Oligotrophic
04030107,4.455972222166667,45.25854608693727,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
04030108,6.528666666714285,49.00554884641669,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
04030110,14.136666665,56.584452287011835,,,,,,,,,,,,,,,,,,,,,,Eutrophic
04030111,2.98,41.31176757807484,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
04030201,8.75,51.878416800625025,,,,,,,,,,,,,,,,,,,,,,Eutrophic
04030202,11.754999999999999,54.77457387034184,,,,,,,,,,,,,,,,,,,,,,Eutrophic
04030204,39.8,66.73873440956875,,,,,,,,,,,,,,,,,,,,,,Eutrophic
04040001,15.046666666666667,57.19644509549576,,,,,,,,,,,,,,,,,,,,,,Eutrophic
04040003,35.85,65.71336039271762,,,,,,,,,,,,,,,,,,,,,,Eutrophic
04050001,13.826004972942854,56.366467636966604,,,,,,,,,,,,,,,,,,,,,,Eutrophic
04050002,6.935333333333333,49.59833164738963,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
04050003,5.67525,47.63128437570653,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
04050004,3.2715,42.22728872016431,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
04050005,12.64,55.48665927333056,,,,,,,,,,,,,,,,,,,,,,Eutrophic
04050006,8.0988,51.11973300406675,,,,,,,,,,,,,,,,,,,,,,Eutrophic
04050007,14.7890554575,57.02703550282311,,,,,,,,,,,,,,,,,,,,,,Eutrophic
04060101,15.995999999999999,57.79664255855865,,,,,,,,,,,,,,,,,,,,,,Eutrophic
04060102,7.9040666666,50.8809722444543,,,,,,,,,,,,,,,,,,,,,,Eutrophic
04060103,1.4016,33.9119976681719,,,,,,,,,,,,,,,,,,,,,,Oligotrophic
04060104,3.1504285715,41.85735266564899,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
04060105,2.3477777779999998,38.97253338553057,,,,,,,,,,,,,,,,,,,,,,Oligotrophic
04060106,5.146285714499999,46.671480045398695,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
04070003,4.113333333,44.47363288863261,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
04070004,2.955128205,41.22954737025357,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
04070005,1.045,31.031805645938558,,,,,,,,,,,,,,,,,,,,,,Oligotrophic
04070006,1.1,31.53499286388043,,,,,,,,,,,,,,,,,,,,,,Oligotrophic
04070007,3.248888889,42.15925109485546,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
04080201,2.32,38.85577409150333,,,,,,,,,,,,,,,,,,,,,,Oligotrophic
04080202,4.665,45.7082616544762,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
04080203,6.045,48.25046085869488,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
04090003,2.9272380953333332,41.136522212662484,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
04090005,10.277083333333332,53.45648083882497,,,,,,,,,,,,,,,,,,,,,,Eutrophic
04100002,2.62,40.048740057353186,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
04100003,3.8216666667499997,43.75213581737956,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
04100004,189.36,82.0402061586682,,,,,,,,,,,,,,,,,,,,,,Hypereutrophic
04100011,6.735666666666667,49.311758713463476,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
04100012,69.08,72.14795213466188,,,,,,,,,,,,,,,,,,,,,,Hypereutrophic
04110001,204.48,82.79381237936576,,,,,,,,,,,,,,,,,,,,,,Hypereutrophic
04110002,52.379599999999996,69.43305375699515,,,,,,,,,,,,,,,,,,,,,,Eutrophic
04140201,2.0005454546,37.4024489313376,,,,,,,,,,,,,,,,,,,,,,Oligotrophic
04140202,5.32,46.99715310589836,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
04150303,71.2,72.4444845486799,,,,,,,,,,,,,,,,,,,,,,Hypereutrophic
04150305,1.7671428569999998,36.185461205601456,,,,,,,,,,,,,,,,,,,,,,Oligotrophic
04150306,1.844,36.60310319756849,,,,,,,,,,,,,,,,,,,,,,Oligotrophic
04150307,12.64,55.48665927333056,,,,,,,,,,,,,,,,,,,,,,Eutrophic
05010001,3.18,41.94900454053036,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
05010002,8.8,51.93431438775962,,,,,,,,,,,,,,,,,,,,,,Eutrophic
05010003,19.22,59.59788326874846,,,,,,,,,,,,,,,,,,,,,,Eutrophic
05010004,5.65,47.58754089800341,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
05010007,4.5680000000000005,45.50213038378989,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
05010008,1.23,32.63080900166024,,,,,,,,,,,,,,,,,,,,,,Oligotrophic
05020002,1.526,34.74619584137882,,,,,,,,,,,,,,,,,,,,,,Oligotrophic
05020003,2.229090909,38.46363555302509,,,,,,,,,,,,,,,,,,,,,,Oligotrophic
05020004,4.2,44.678179193088255,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
05020006,3.0752380952857146,41.620380633973696,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
05030103,6.3500000000000005,48.73334171459413,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
05030106,22.525,61.15447913228008,,,,,,,,,,,,,,,,,,,,,,Eutrophic
05030201,7.608888888999999,50.507601285761446,,,,,,,,,,,,,,,,,,,,,,Eutrophic
05030203,2.836,40.82589111105153,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
05030204,3.188,41.973652794703376,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
05040001,36.599285715,65.91628178472843,,,,,,,,,,,,,,,,,,,,,,Eutrophic
05040005,89.71,74.7114718290534,,,,,,,,,,,,,,,,,,,,,,Hypereutrophic
05050001,1.96,37.2015852825082,,,,,,,,,,,,,,,,,,,,,,Oligotrophic
05050004,4.6004000000000005,45.571465343678,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
05050005,1.01,30.69761274566958,,,,,,,,,,,,,,,,,,,,,,Oligotrophic
05050007,15.3,57.36023624658821,,,,,,,,,,,,,,,,,,,,,,Eutrophic
05050008,44.22857143,67.773729438314,,,,,,,,,,,,,,,,,,,,,,Eutrophic
05060001,36.39666666666667,65.86182128646067,,,,,,,,,,,,,,,,,,,,,,Eutrophic
05060002,1.712,35.87446694442879,,,,,,,,,,,,,,,,,,,,,,Oligotrophic
05070202,1.82,36.474586075680186,,,,,,,,,,,,,,,,,,,,,,Oligotrophic
05080001,64.34333333333335,71.45112895328813,,,,,,,,,,,,,,,,,,,,,,Hypereutrophic
05080002,29.963333333333335,63.95374898090772,,,,,,,,,,,,,,,,,,,,,,Eutrophic
05080003,43.989999999999995,67.72067050988777,,,,,,,,,,,,,,,,,,,,,,Eutrophic
05090104,1.21,32.46998572776086,,,,,,,,,,,,,,,,,,,,,,Oligotrophic
05090201,9.26,52.434156717335846,,,,,,,,,,,,,,,,,,,,,,Eutrophic
05090203,33.71333333333334,65.11053432251038,,,,,,,,,,,,,,,,,,,,,,Eutrophic
05100101,23.0,61.35919825826496,,,,,,,,,,,,,,,,,,,,,,Eutrophic
05100205,23.231746033333334,61.457548323922296,,,,,,,,,,,,,,,,,,,,,,Eutrophic
05110001,10.8,53.943347575817015,,,,,,,,,,,,,,,,,,,,,,Eutrophic
05110006,19.64,59.8099450517072,,,,,,,,,,,,,,,,,,,,,,Eutrophic
05120104,2.91,41.07858172640917,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
05120106,10.65218333335,53.80815346270053,,,,,,,,,,,,,,,,,,,,,,Eutrophic
05120107,5.08,46.54430347620173,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
05120109,4.533333333,45.4273981142436,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
05120111,14.206266666,56.632632013101414,,,,,,,,,,,,,,,,,,,,,,Eutrophic
05120113,13.44,56.08868863728199,,,,,,,,,,,,,,,,,,,,,,Eutrophic
05120114,51.355,69.23925818868031,,,,,,,,,,,,,,,,,,,,,,Eutrophic
05120115,15.65,57.58211969563425,,,,,,,,,,,,,,,,,,,,,,Eutrophic
05120201,28.06222222222222,63.310702058421604,,,,,,,,,,,,,,,,,,,,,,Eutrophic
05120202,8.91761904757143,52.06456437270825,,,,,,,,,,,,,,,,,,,,,,Eutrophic
05120203,26.97,62.92125359545758,,,,,,,,,,,,,,,,,,,,,,Eutrophic
05120204,58.61333333333334,70.53613920149445,,,,,,,,,,,,,,,,,,,,,,Hypereutrophic
05120206,16.32,57.99335913894778,,,,,,,,,,,,,,,,,,,,,,Eutrophic
05120207,19.68,59.829904366832494,,,,,,,,,,,,,,,,,,,,,,Eutrophic
05120208,8.2505,51.3017860228388,,,,,,,,,,,,,,,,,,,,,,Eutrophic
05120209,3.56,43.05635094511524,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
05130101,0.615125,25.833028860201292,,,,,,,,,,,,,,,,,,,,,,Oligotrophic
05130108,51.31999999999999,69.23257009492235,,,,,,,,,,,,,,,,,,,,,,Eutrophic
05130202,23.04,61.37624430946965,,,,,,,,,,,,,,,,,,,,,,Eutrophic
05130204,5.12,46.6212450470944,,,,,,,,,,,,,,,,,,,,,,Mesotrophic
05130205,44.42666666666667,67.81756931845166,,,,,,,,,,,,,,,,,,,,,,Eutrophic
05140101,10.88,54.015746428406686,,,,,,,,,,,,,,,,,,,,,,Eutrophic
05140102,35.552727275,65.63167549374867,,,,,,,,,,,,,,,,,,,,,,Eutrophic
