,HUC_8,P_emitted,P_emittedManure,P_emittedFert,P_uptake,P_balance,P_TES,P-PO43_Recovery_Scenario1_kg,P-PO43_Recovery_Scenario2_kg,P-PO43_Recovery_Scenario3_kg,P-PO43_Recovery_Scenario4_kg,Pnorm_Recovery_Scenario1_kg,Pnorm_Recovery_Scenario2_kg,Pnorm_Recovery_Scenario3_kg,Pnorm_Recovery_Scenario4_kg,P_EmissionsAvoided_Scenario1_kg,P_EmissionsAvoided_Scenario2_kg,P_EmissionsAvoided_Scenario3_kg,P_EmissionsAvoided_Scenario4_kg,PEmitted_scenario1,PEmitted_scenario2,PEmitted_scenario3,PEmitted_scenario4,P_TES_Scenario1,P_TES_Scenario2,P_TES_Scenario3,P_TES_Scenario4,P_TESfrac_Scenario1,P_TESfrac_Scenario2,P_TESfrac_Scenario3,P_TESfrac_Scenario4
29,01080102,114492.95588244605,95828.01853364227,18664.93734880376,33213978.60070337,-33099485.644820925,289.09626264523513,25970.50090089001,34604.21882388282,41502.89815706682,44457.22109620622,25970.50090089001,34604.21882388282,41502.89815706682,44457.22109620622,22.68305565239737,30.223884567546833,36.24930270791445,38.829656159678514,88522.45498155605,79888.73705856325,72990.05772537924,70035.73478623983,374.2039932424334,414.75295621904155,454.04798373593553,473.24330882052857,29.439235851221756,43.46534694846824,57.057714818375615,63.697484184107125
30,01080103,138609.14893105833,120183.90156812491,18425.2473629334,3106579.3044019933,-2967970.155470935,21.412512654176602,47812.76238011515,63707.79286429228,76408.54580521204,81847.57608122627,47812.76238011515,63707.79286429228,76408.54580521204,81847.57608122627,34.49466557499487,45.96218457122147,55.1251821358605,59.04918738223822,90796.38655094318,74901.35606676605,62200.60312584629,56761.57284983205,33.21479006390836,40.47560828715612,48.944520604031126,53.73032455638137,55.118600980393,89.02783125389621,128.5790621330201,150.92956358814357
31,01080104,70446.33937653403,61267.45898039112,9178.880396142917,12057411.986328408,-11986965.646951875,170.1573957289934,26648.44081126908,35507.53528657749,42586.29932689598,45617.74258944519,26648.44081126908,35507.53528657749,42586.29932689598,45617.74258944519,37.82799936393258,50.403662703878126,60.452111073186096,64.75530594374737,43797.89856526495,34938.80408995654,27860.040049638046,24828.59678708884,274.2965868524763,344.100878532772,431.7851634400309,484.6259936767108,61.20168369839387,102.22504996539512,153.75633047870997,184.81042014098864
32,01080105,94141.56201817279,79466.16088286483,14675.401135307971,2292985.260071757,-2198843.698053584,23.356779417247466,36394.589737647584,48493.725711845516,58161.41002109253,62301.54469669347,36394.589737647584,48493.725711845516,58161.41002109253,62301.54469669347,38.65942837300924,51.511494681259315,61.780799865913885,66.17857549959388,57746.9722805252,45647.83630632727,35980.151997080255,31840.017321479318,38.70745425288819,49.23206893497216,62.72917102345287,71.01582954306076,65.72256628970537,110.78277983229773,168.56943717647755,204.04803793548768
33,01080106,155530.89251755484,131777.54496513933,23753.347552415533,8481900.691876074,-8326369.79935852,53.535150892410115,68094.52823631265,90732.09503316425,108820.39900694959,116566.61951945115,68094.52823631265,90732.09503316425,108820.39900694959,116566.61951945115,43.781995418451544,58.3370246029568,69.96706393533168,74.94756677120864,87436.36428124219,64798.79748439058,46710.49351060524,38964.27299810368,96.00655741578798,129.89595827637518,180.58448036842785,216.68404846893645,79.33368229172059,142.63676502458694,237.31945713826318,304.75098109727486
34,01080107,90630.68689386707,73540.1822147751,17090.504679091977,8962242.329841236,-8871611.642947368,97.8875030853121,43750.3583581359,58294.8700152465,69916.50543061589,74893.40933348135,43750.3583581359,58294.8700152465,69916.50543061589,74893.40933348135,48.27322826027975,64.32133752170787,77.14440641114362,82.63581784521304,46880.32853573117,32335.816878620564,20714.18146325118,15737.277560385715,190.17277138982524,276.16146350911555,431.66215204984366,568.4912792541212,94.27686415096682,182.1212665608928,340.977794349945,480.7598123722318
35,01080201,174514.93215541216,92089.85335615432,82425.07879925784,6733740.192910587,-6559225.260755177,37.58546721328085,24056.9300536318,32054.494250366537,38444.86179907852,41181.50290484483,24056.9300536318,32054.494250366537,38444.86179907852,41181.50290484483,13.785026734679754,18.367765929519887,22.029554333403354,23.597695851132748,150458.00210178035,142460.43790504563,136070.07035633363,133333.42925056734,43.75494888171792,46.267439942862154,48.48729853138606,49.503015116008015,16.414540315351147,23.099281113934172,29.005443131096797,31.707861538877165
36,01080202,22973.978169985123,15700.359985785732,7273.618184199384,32449240.43813109,-32426266.45996111,1411.4345465133747,9258.274338620235,12336.125220217617,14795.448822967164,15848.641149130348,9258.274338620235,12336.125220217617,14795.448822967164,15848.641149130348,40.29896028505816,53.696077923215,64.40090050358373,68.98518415864157,13715.703831364888,10637.852949767506,8178.529347017959,7125.337020854775,2364.845809817401,3049.3561753822023,3966.6131320556647,4553.0639471729,67.54909504370643,116.046587701494,181.03415364561343,222.5841367153865
37,01080203,96511.92838927024,64848.76501293918,31663.16337633107,5160620.4916399885,-5064108.563250719,52.47132295217637,15664.632725554085,20872.234259149503,25033.31218591349,26815.271801205792,15664.632725554085,20872.234259149503,25033.31218591349,26815.271801205792,16.230773736457234,21.62658503202179,25.938049942328767,27.78441198796624,80847.29566371616,75639.69413012074,71478.61620335674,69696.65658806445,62.83170209063713,67.22635325259678,71.1981029537284,73.04401795255907,19.74484071595347,28.12017969104476,35.689551831235626,39.20750200854122
38,01080204,79603.16248541127,43496.954681541545,36106.207803869715,582620.5446878172,-503017.382202406,6.319062792192371,17283.520947991765,23029.31095606913,27620.422587823505,29586.541862943017,17283.520947991765,23029.31095606913,27620.422587823505,29586.541862943017,21.71210339935839,28.930145784458837,34.69764482395464,37.167545784836484,62319.641537419506,56573.851529342144,51982.73989758777,50016.620622468254,8.348907187439224,9.298406930729119,10.207961447119745,10.648538774450804,32.12255459393223,47.148512944323464,61.54233282398097,68.51452698979021
39,01080205,124606.86081723092,81590.07932763477,43016.781489596164,1400321.8473908072,-1275714.9865735762,10.237919310436297,25785.51621637045,34357.737228221245,41207.27811679377,44140.55777690859,25785.51621637045,34357.737228221245,41207.27811679377,44140.55777690859,20.693496367099534,27.57290971210325,33.06983086367548,35.42385827506918,98821.34460086047,90249.12358900967,83399.58270043714,80466.30304032232,13.17023673424713,14.516182226520094,15.790513837708536,16.402587101449093,28.641732122480168,41.78840237315248,54.23557618404018,60.21406893418937
40,01080206,37978.53175994257,11754.996743376518,26223.53501656605,3448519.164988445,-3410540.6332285027,89.8018031551639,12327.348680947258,16425.492634960432,19700.070430080643,21102.391052462026,5636.038017741146,7509.700856749885,9006.830971506266,9647.969025224123,14.840062942311253,19.773541810983485,23.715584974262015,25.403744110508796,32342.493742201423,30468.830903192684,28971.700788436305,28330.562734718445,105.62502379922292,112.1818669362562,118.03060818455224,120.72434403367375,17.62015915952032,24.921619605369113,31.434563714286725,34.43420932771293
41,01080207,18821.134312223727,6582.974676105556,12238.159636118171,2399470.8157453733,-2380649.6814331496,126.4881086304662,14420.599658796275,19214.63078702094,23045.249734953853,24685.69204027218,3156.2659143451983,4205.545237004684,5043.960580490805,5403.007517180974,16.769796453210073,22.344802216693797,26.799450536915376,28.707130120589454,15664.868397878528,14615.589075219043,13777.17373173292,13418.126795042754,152.17529358052764,163.17202231100717,173.16277550588475,177.82308405610263,20.30798406916361,29.001867509706123,36.90043861101453,40.5848233335602
42,01090001,42391.74776506645,12209.861717652624,30181.886047413827,2816512.9172487725,-2774121.169483706,65.44012256483941,12400.550307825333,16523.029649145104,19817.05237343424,21227.70018389311,5854.127086068918,7800.292165416263,9355.354414566502,10021.30159845074,13.809591240522284,18.400496739707933,22.068810341138896,23.639746240207966,36537.62067899753,34591.45559965019,33036.39335049995,32370.44616661571,76.08528538279323,80.42221448689932,84.25485477082651,86.00877654734022,16.267027628816514,22.89435186680059,28.751065047815395,31.43125834173211
43,01090002,153581.15269869973,52844.54855298167,100736.60414571807,1108335.8069482327,-954754.654249533,6.21661341559664,35993.39241062734,47959.15303845939,57520.2652134605,61614.76093620255,35993.39241062734,47959.15303845939,57520.2652134605,61614.76093620255,23.436073878961107,31.2272386264395,37.45268491785938,40.11869936741541,117587.7602880724,105621.99966024034,96060.88748523923,91966.3917624972,8.425605218034393,9.493418137447433,10.537846838220604,11.051530844120808,35.53368457648809,52.71044703583681,69.51105262203654,77.77413690215987
44,01090003,41209.96448828456,20422.250567030194,20787.713921254366,75605400.03189223,-75564190.06740394,1833.6388057040383,2154.2576820932245,2870.4261238037893,3442.672805010469,3687.734419775365,2154.2576820932245,2870.4261238037893,3442.672805010469,3687.734419775365,5.2275164728803665,6.965369078684387,8.353981489086637,8.948647409836372,39055.70680619134,38339.53836448077,37767.29168327409,37522.2300685092,1934.834893657764,1970.9955757718767,2000.8750792600629,2013.9495350849259,5.518867054892569,7.490939308251568,9.120458894946491,9.833492224312737
45,01090004,214831.47020441206,81930.29767397423,132901.17253043785,10842349.176747473,-10627517.70654306,49.46909173237506,9070.978977352936,12086.564778902844,14496.136139949125,15528.022331729382,9070.978977352936,12086.564778902844,14496.136139949125,15528.022331729382,4.222369734155755,5.626068083694853,6.747678134007116,7.228001706153421,205760.49122705913,202744.9054255092,200335.33406446295,199303.44787268268,51.694028440974186,52.47778852441289,53.12100280452111,53.401212284464286,4.497629996192175,6.081972978834341,7.382207645741058,7.948641089595437
46,01090005,141148.50811510274,65941.66258447645,75206.84553062633,12915699.919099825,-12774551.41098472,90.50433179617755,3826.4137322574393,5098.479178628738,6114.909375168813,6550.190231205702,3826.4137322574393,5098.479178628738,6114.909375168813,6550.190231205702,2.7109133375586967,3.6121381987764747,4.332252219189077,4.640637239937528,137322.0943828453,136050.028936474,135033.59873993392,134598.31788389705,93.05405573768539,93.9334595520782,94.648046409358,94.9573650113574,2.8172396734003873,3.7889100862302376,4.578471031102026,4.920243182622908
47,01100001,156840.73929327642,119296.80500880149,37543.93428447489,10874602.01636658,-10717761.277073303,68.33531469800182,37816.8869716273,50388.85607167429,60434.35259837316,64736.2833579486,37816.8869716273,50388.85607167429,60434.35259837316,64736.2833579486,24.111647995304025,32.127402802821656,38.532305363192016,41.27517101082918,119023.85232164912,106451.88322160213,96406.38669490325,92104.45593532782,90.36489707104373,101.15509286696971,111.79960165690446,117.06814237090012,32.23747848443883,48.02755107518011,63.604429351041766,71.31426538132747
48,01100002,103431.65248757726,85811.66391327995,17619.988574297342,4909492.002286828,-4806060.349799251,46.46605013273365,26794.34593371,35701.94558323442,42819.467160676664,45867.508133520714,26794.34593371,35701.94558323442,42819.467160676664,45867.508133520714,25.90536387004757,34.51742742631171,41.39880407094872,44.345717225227226,76637.30655386727,67729.70690434283,60612.185326900595,57564.144354056545,63.06138502318079,71.48653842870877,79.99843250673759,84.28732698761736,35.71496790246074,53.84681552338164,72.16533851751171,81.39550649742013
49,01100003,244887.09168053718,227339.06972384985,17548.02195668735,1069642.5892602822,-824755.497579745,3.3679010678752483,22792.465995933024,30369.667642111024,36424.149021523066,39016.9486517001,22792.465995933024,30369.667642111024,36424.149021523066,39016.9486517001,9.307336634005399,12.40149794490973,14.873854220556263,15.932627719961214,222094.62568460417,214517.42403842616,208462.9426590141,205870.14302883708,3.816157013989515,3.9862736980688287,4.131092248898703,4.195714995498172,13.309653017719539,18.360771819930598,22.660736335255216,24.57952032852251
50,01100004,13299.985360515628,3274.5409901091334,10025.444370406494,3596907.567204085,-3583607.5818435694,269.44447566704963,42733.95105020209,56940.56495073657,68292.20680240462,73153.48738953978,1570.007879526273,2091.946413574393,2508.995778650473,2687.5949635801376,11.804583516213775,15.728937715862944,18.86465067923354,20.207503171837644,11729.977480989355,11208.038946941235,10790.989581865155,10612.39039693549,305.642325020108,319.922115298833,332.3250894106027,337.9347199517607,13.434251811415034,18.73396717702914,23.33713229335387,25.41905678902986
51,01100005,190996.39138638927,108471.24273529084,82525.1486510984,934847.8370059159,-743851.4456195267,3.8945837678927737,98428.43428828627,131150.3036311211,157296.36096030375,168493.27173192054,98428.43428828627,131150.3036311211,157296.36096030375,168493.27173192054,51.53418531827846,68.66637776721214,82.35567165354986,88.21803936130684,92567.957098103,59846.08775526818,33700.03042608552,22503.119654468726,9.099043624946475,14.620867997735113,26.740266853952054,40.543032759916535,133.6332755238092,275.4154196982638,586.601404607104,941.0106747261719
52,01100006,4604.099180560298,116.36314557337398,4487.736034986924,867591.1125398041,-862987.0133592437,187.4388408058191,31058.71277539483,41383.97242969832,49634.25996772464,53167.40197228823,55.79134785256458,74.3388052828564,89.15895141210478,95.50560061210882,1.2117755431535908,1.6146221522927686,1.9365123972254337,2.0743601922251864,4548.307832707734,4529.760375277441,4514.940229148193,4508.5935799481895,189.75030636686327,190.53134838543536,191.16004387803102,191.43054339570213,1.2331838753947377,1.649875536106207,1.9852892048489426,2.1296026867869475
53,01110000,376384.23348158697,339567.95493389963,36816.27854768736,4683338.927660947,-4306954.69417936,11.442973193482768,,,,,,,,,,,,,,,,,,,,,,,,
